level,logical_room,physical_background,map_source_runtime,player_start,automatic_enemy_spawn,spawn_side,spawn_marker_status,level_exit_docking_room,level4_portal,horizontal_elevators,vertical_elevators,other_special_objects
4,36,36,$04B850,,no,,,no,,,,"$1F5@6,1:directional_mover;$1F5@13,1:directional_mover;$1F5@3,3:directional_mover;$346@13,3:left_firing_emitter;$1F5@2,4:directional_mover;$1F5@1,5:directional_mover;$1F4@8,7:directional_mover;$1F4@18,7:directional_mover"
4,37,37,$04B878,,no,,,no,,,,"$31C@7,3:weapon_or_hazard_emitter;$346@15,3:left_firing_emitter;$232@4,7:static_instantiated_object;$232@10,7:static_instantiated_object;$346@15,7:left_firing_emitter;$242@7,8:static_instantiated_object"
4,38,38,$04B8A0,,no,,,no,,,,"$1F5@11,1:directional_mover;$1F1@3,2:directional_mover;$1F1@4,4:directional_mover;$232@17,4:static_instantiated_object;$1F1@6,6:directional_mover;$1F4@13,6:directional_mover;$1F3@3,9:bonus_object;$1F3@5,9:bonus_object;$1F4@11,9:directional_mover"
4,39,39,$04B8C8,,no,,,no,,,,"$1F5@10,1:directional_mover;$1F5@11,1:directional_mover;$1F3@8,2:bonus_object;$300@1,3:active_room_controller;$1F3@9,4:bonus_object;$300@15,6:active_room_controller"
4,40,40,$04C570,,yes,BOTTOM,"marker count ST=0, ED=1; missing fields persist in RAM from earlier room state",no,,,,"$1F0@18,1:directional_mover;$346@15,2:left_firing_emitter;$300@11,6:active_room_controller;$1F0@18,7:directional_mover;$1F0@18,8:directional_mover;$1F0@18,9:directional_mover"
4,41,41,$04C598,,no,,,no,,,,"$1FD@2,1:crp_mover;$1F3@7,7:bonus_object;$232@14,7:static_instantiated_object;$1FE@2,8:crp_mover;$1FE@3,8:crp_mover;$1FE@4,8:crp_mover;$1F3@1,10:bonus_object"
4,42,42,$04C5C0,,no,,,no,,,,"$1F3@12,9:bonus_object;$1FA@13,9:bonus_object"
4,43,43,$04C5E8,,yes,BOTTOM,complete,no,,,,"$30C@7,4:weapon_or_hazard_emitter;$232@14,5:static_instantiated_object"
4,44,44,$04C610,,no,,,no,,,,"$1FE@8,1:crp_mover;$1FE@9,1:crp_mover;$1FE@10,1:crp_mover;$1FF@11,3:crp_mover;$1F0@15,6:directional_mover;$1FF@4,8:crp_mover"
4,45,45,$04C638,,no,,,no,,,"(6,1)->(6,5)","$1FE@12,1:crp_mover;$1F5@13,1:directional_mover;$1F5@14,1:directional_mover;$1F5@15,1:directional_mover;$1FE@11,2:crp_mover;$1FE@10,3:crp_mover;$1FE@9,4:crp_mover;$1FE@8,5:crp_mover;$1FE@7,6:crp_mover"
4,46,46,$04C660,,no,,,no,,,,"$1F5@18,1:directional_mover;$300@7,5:active_room_controller;$300@16,5:active_room_controller"
4,47,47,$04C688,,no,,,no,,,,"$1FC@12,1:crp_mover;$1F5@18,1:directional_mover;$1F1@2,6:directional_mover;$1FE@8,6:crp_mover;$1FE@11,6:crp_mover;$262@5,8:animated_mechanism;$257@6,8:animated_mechanism;$258@7,8:animated_mechanism;$259@8,8:animated_mechanism;$25A@9,8:animated_mechanism;$257@10,8:animated_mechanism;$258@11,8:animated_mechanism;$259@12,8:animated_mechanism;$25A@13,8:animated_mechanism;$257@14,8:animated_mechanism;$265@15,8:animated_mechanism;$25F@5,9:animated_mechanism;$258@6,9:animated_mechanism;$257@7,9:animated_mechanism;$258@8,9:animated_mechanism;$259@9,9:animated_mechanism;$25A@10,9:animated_mechanism;$257@11,9:animated_mechanism;$258@12,9:animated_mechanism;$259@13,9:animated_mechanism;$25A@14,9:animated_mechanism;$266@15,9:animated_mechanism;$260@5,10:animated_mechanism;$257@6,10:animated_mechanism;$25A@7,10:animated_mechanism;$257@8,10:animated_mechanism;$258@9,10:animated_mechanism;$259@10,10:animated_mechanism;$25A@11,10:animated_mechanism;$257@12,10:animated_mechanism;$258@13,10:animated_mechanism;$259@14,10:animated_mechanism;$263@15,10:animated_mechanism"
4,48,48,$04D330,,no,,,no,"(0x50,0x78)->room 65 (0x90,0xa8)",,,"$346@16,1:left_firing_emitter;$346@13,3:left_firing_emitter;$346@10,5:left_firing_emitter;$346@7,7:left_firing_emitter;$346@4,8:left_firing_emitter;$1F2@2,9:bonus_object;$1F3@3,9:bonus_object;$1FA@4,9:bonus_object"
4,49,49,$04D358,,no,,,no,"(0x90,0x28)->room 56 (0xe0,0x28)",,,"$1F3@9,1:bonus_object;$1F3@10,1:bonus_object;$1F3@11,1:bonus_object;$1F2@1,3:bonus_object;$1F2@2,3:bonus_object;$200@11,6:random_bonus_or_object_generator"
4,50,50,$04D380,,yes,TOP,complete,no,,,,"$1F0@16,9:directional_mover"
4,51,51,$04D3A8,,yes,BOTTOM,complete,no,,,,"$260@1,10:animated_mechanism;$257@2,10:animated_mechanism;$258@3,10:animated_mechanism;$259@4,10:animated_mechanism;$25A@5,10:animated_mechanism;$257@6,10:animated_mechanism;$258@7,10:animated_mechanism;$259@8,10:animated_mechanism;$25A@9,10:animated_mechanism;$257@10,10:animated_mechanism;$258@11,10:animated_mechanism;$259@12,10:animated_mechanism;$25A@13,10:animated_mechanism;$257@14,10:animated_mechanism;$258@15,10:animated_mechanism;$259@16,10:animated_mechanism;$25A@17,10:animated_mechanism;$263@18,10:animated_mechanism"
4,52,52,$04D3D0,,no,,,no,,,,"$329@4,1:right_firing_emitter;$1FA@1,9:bonus_object;$1F4@3,9:directional_mover;$1F4@5,9:directional_mover"
4,53,53,$04D3F8,,yes,LEFT,complete,no,,,,"$1F4@16,5:directional_mover;$1F4@3,6:directional_mover;$1F4@15,6:directional_mover;$1F4@4,7:directional_mover;$1F4@5,7:directional_mover;$1F4@14,7:directional_mover;$1F4@13,8:directional_mover;$1F4@7,9:directional_mover"
4,54,54,$04D420,,no,,,no,,,,"$30C@7,3:weapon_or_hazard_emitter;$1F4@1,4:directional_mover;$200@11,5:random_bonus_or_object_generator;$300@16,5:active_room_controller"
4,55,55,$04D448,,yes,BOTTOM,complete,no,,,,"$300@7,4:active_room_controller;$25F@12,10:animated_mechanism;$257@13,10:animated_mechanism;$258@14,10:animated_mechanism;$259@15,10:animated_mechanism;$25A@16,10:animated_mechanism;$257@17,10:animated_mechanism;$258@18,10:animated_mechanism;$263@19,10:animated_mechanism"
4,56,56,$04E0F0,,no,,,no,,"(7,6)->(13,6);(6,8)->(11,8);(6,9)->(10,9)",,"$1F0@18,3:directional_mover;$1F1@2,4:directional_mover"
4,57,57,$04E118,,no,,,no,"(0x40,0x38)->room 65 (0x90,0xa8)",,,"$30C@14,2:weapon_or_hazard_emitter;$300@9,6:active_room_controller;$329@6,7:right_firing_emitter"
4,58,58,$04E140,,yes,BOTTOM,complete,no,,,,"$200@5,5:random_bonus_or_object_generator;$1F4@16,5:directional_mover"
4,59,59,$04E168,,yes,LEFT,complete,no,,,,"$1F3@17,8:bonus_object;$1F2@18,8:bonus_object;$1F2@17,9:bonus_object;$1F3@18,9:bonus_object"
4,60,60,$04E190,,no,,,no,,,,"$30C@4,2:weapon_or_hazard_emitter;$30C@16,2:weapon_or_hazard_emitter;$1F0@6,4:directional_mover;$1F1@10,4:directional_mover;$1F0@6,5:directional_mover;$1F1@10,5:directional_mover;$300@2,6:active_room_controller;$1F0@6,6:directional_mover;$1F1@10,6:directional_mover;$300@13,6:active_room_controller;$1F0@6,7:directional_mover;$1F1@10,7:directional_mover"
4,61,61,$04E1B8,,no,,,no,"(0xb0,0x98)->room 44 (0x40,0x58)",,,"$1F5@6,1:directional_mover;$1F5@13,1:directional_mover;$1F4@4,9:directional_mover;$1F4@8,9:directional_mover;$1F4@11,9:directional_mover;$1F4@15,9:directional_mover"
4,62,62,$04E1E0,,no,,,no,,,,"$1FD@2,3:crp_mover;$1FD@5,3:crp_mover;$1FD@9,3:crp_mover;$1FD@10,3:crp_mover;$1FD@11,3:crp_mover;$1FD@15,3:crp_mover;$1FD@16,3:crp_mover;$1FD@17,3:crp_mover;$1FD@16,5:crp_mover;$1FD@17,5:crp_mover;$1FD@18,5:crp_mover;$1FD@15,7:crp_mover;$1FD@16,7:crp_mover;$1FD@17,7:crp_mover;$1FD@18,7:crp_mover;$1FD@12,8:crp_mover;$1FD@13,8:crp_mover;$1FD@2,9:crp_mover;$1FD@3,9:crp_mover;$1FD@4,9:crp_mover;$1FD@5,9:crp_mover;$1FD@7,9:crp_mover;$1FD@8,9:crp_mover;$1FD@9,9:crp_mover;$1FD@10,9:crp_mover;$1FD@11,9:crp_mover"
4,63,63,$04E208,,no,,,no,,,,"$25F@12,0:animated_mechanism;$257@13,0:animated_mechanism;$258@14,0:animated_mechanism;$259@15,0:animated_mechanism;$25A@16,0:animated_mechanism;$257@17,0:animated_mechanism;$258@18,0:animated_mechanism;$263@19,0:animated_mechanism;$1F0@18,3:directional_mover;$30C@8,4:weapon_or_hazard_emitter;$26B@5,5:animated_mechanism;$25B@5,6:animated_mechanism;$25C@5,7:animated_mechanism;$26A@5,8:animated_mechanism;$1F0@18,8:directional_mover;$1F4@8,9:directional_mover;$1F4@14,9:directional_mover"
4,64,64,$04EEB0,,no,,,no,,,,"$1F1@5,1:directional_mover;$1F0@13,1:directional_mover;$1F1@5,3:directional_mover;$1F2@12,3:bonus_object;$1F0@13,3:directional_mover;$1F1@5,5:directional_mover;$1F0@13,5:directional_mover;$1F1@5,7:directional_mover;$1FA@6,7:bonus_object;$1F0@13,7:directional_mover;$1F1@5,9:directional_mover;$1F0@13,9:directional_mover"
4,65,65,$04EED8,,no,,,yes,,,,"$1F1@1,2:directional_mover;$1F0@18,3:directional_mover;$1F1@1,4:directional_mover;$1F0@18,5:directional_mover;$1F1@1,6:directional_mover;$253@8,6:animated_mechanism;$253@11,6:animated_mechanism;$254@8,7:animated_mechanism;$254@11,7:animated_mechanism;$1F0@18,7:directional_mover;$1F1@1,8:directional_mover;$255@8,8:animated_mechanism;$255@11,8:animated_mechanism;$256@8,9:animated_mechanism;$24D@9,9:animated_mechanism;$256@11,9:animated_mechanism;$1F0@18,9:directional_mover"
4,66,66,$04EF00,,yes,TOP,complete,no,,,,"$1F1@3,6:directional_mover;$300@5,6:active_room_controller;$300@9,6:active_room_controller;$1F1@3,8:directional_mover;$1F1@3,9:directional_mover"
4,67,67,$04EF28,,no,,,no,,,,"$1FE@12,5:crp_mover;$1FE@12,7:crp_mover;$1FC@2,9:crp_mover;$1FC@6,9:crp_mover;$1FC@17,9:crp_mover"
4,68,68,$04EF50,,no,,,no,,,,"$1F0@18,1:directional_mover;$1F1@1,2:directional_mover;$1F5@10,5:directional_mover;$1F5@13,5:directional_mover;$1F5@16,5:directional_mover;$1F3@1,6:bonus_object;$1F2@1,7:bonus_object"
4,69,69,$04EF78,,no,,,no,,,,"$1F0@18,3:directional_mover;$200@6,5:random_bonus_or_object_generator;$2E2@15,5:random_bonus_or_object_generator;$1F0@18,9:directional_mover;$25F@13,10:animated_mechanism;$257@14,10:animated_mechanism;$258@15,10:animated_mechanism;$259@16,10:animated_mechanism;$263@17,10:animated_mechanism"
4,70,70,$04EFA0,,yes,BOTTOM,complete,no,,,,"$1F4@7,3:directional_mover;$1F4@13,3:directional_mover;$1F0@12,4:directional_mover;$1F1@14,4:directional_mover;$1F1@18,4:directional_mover;$1F4@10,5:directional_mover;$1F0@9,6:directional_mover;$1F1@11,6:directional_mover;$1F1@16,6:directional_mover"
4,71,71,$04EFC8,,no,,,no,,,"(9,2)->(9,6)","$30C@15,2:weapon_or_hazard_emitter;$26B@0,6:animated_mechanism;$300@14,6:active_room_controller;$25B@0,7:animated_mechanism;$25C@0,8:animated_mechanism;$267@0,9:animated_mechanism"
4,72,72,$04FC70,,no,,,no,"(0x120,0x38)->room 72 (0x50,0x88)",,,"$1FE@11,5:crp_mover;$1FE@12,5:crp_mover;$1FE@13,5:crp_mover;$1FE@14,5:crp_mover;$1FD@4,8:crp_mover;$1FD@5,8:crp_mover;$1FD@6,8:crp_mover;$1FD@7,8:crp_mover"
4,73,73,$04FC98,,no,,,no,,,"(1,1)->(1,7);(12,2)->(12,7);(3,3)->(3,8);(10,4)->(10,9)","$25F@5,0:animated_mechanism;$258@6,0:animated_mechanism;$259@7,0:animated_mechanism;$263@8,0:animated_mechanism;$25F@5,1:animated_mechanism;$259@6,1:animated_mechanism;$25A@7,1:animated_mechanism;$263@8,1:animated_mechanism;$1F5@14,1:directional_mover;$1F5@16,1:directional_mover;$1F5@18,1:directional_mover;$1F4@15,9:directional_mover;$1F4@17,9:directional_mover"
4,74,74,$04FCC0,,no,,,no,,"(1,3)->(12,3);(1,7)->(12,7)",,
4,75,75,$04FCE8,,no,,,no,,"(2,3)->(14,3);(2,7)->(14,7)",,
4,76,76,$04FD10,,no,,,no,,,,"$1F3@4,3:bonus_object;$1F5@6,3:directional_mover;$1FA@9,3:bonus_object;$1F3@11,3:bonus_object;$1F3@13,3:bonus_object;$1F0@19,5:directional_mover;$1F4@6,7:directional_mover;$1F4@8,7:directional_mover;$1F4@10,7:directional_mover;$1F4@11,7:directional_mover;$1F4@13,7:directional_mover;$1F4@17,7:directional_mover"
4,77,77,$04FD38,,no,,,no,,,,"$25F@13,0:animated_mechanism;$25A@14,0:animated_mechanism;$257@15,0:animated_mechanism;$258@16,0:animated_mechanism;$263@17,0:animated_mechanism;$30C@7,2:weapon_or_hazard_emitter;$300@15,2:active_room_controller;$25F@5,6:animated_mechanism;$259@6,6:animated_mechanism;$25A@7,6:animated_mechanism;$257@8,6:animated_mechanism;$258@9,6:animated_mechanism;$259@10,6:animated_mechanism;$25A@11,6:animated_mechanism;$257@12,6:animated_mechanism;$263@13,6:animated_mechanism;$25F@5,7:animated_mechanism;$259@6,7:animated_mechanism;$25A@7,7:animated_mechanism;$257@8,7:animated_mechanism;$258@9,7:animated_mechanism;$258@10,7:animated_mechanism;$259@11,7:animated_mechanism;$25A@12,7:animated_mechanism;$263@13,7:animated_mechanism;$25F@5,8:animated_mechanism;$25A@6,8:animated_mechanism;$257@7,8:animated_mechanism;$258@8,8:animated_mechanism;$257@9,8:animated_mechanism;$258@10,8:animated_mechanism;$259@11,8:animated_mechanism;$25A@12,8:animated_mechanism;$263@13,8:animated_mechanism;$25F@5,9:animated_mechanism;$259@6,9:animated_mechanism;$25A@7,9:animated_mechanism;$257@8,9:animated_mechanism;$258@9,9:animated_mechanism;$259@10,9:animated_mechanism;$25A@11,9:animated_mechanism;$257@12,9:animated_mechanism;$263@13,9:animated_mechanism;$25F@5,10:animated_mechanism;$258@6,10:animated_mechanism;$259@7,10:animated_mechanism;$25A@8,10:animated_mechanism;$257@9,10:animated_mechanism;$25A@10,10:animated_mechanism;$259@11,10:animated_mechanism;$257@12,10:animated_mechanism;$263@13,10:animated_mechanism"
4,78,78,$04FD60,,no,,,no,,,,"$30C@2,3:weapon_or_hazard_emitter;$30C@16,3:weapon_or_hazard_emitter;$300@3,6:active_room_controller;$300@14,6:active_room_controller"
4,79,79,$04FD88,,no,,,no,"(0x100,0x68)->room 33 (0x140,0x98)",,,"$1F5@4,4:directional_mover;$1F5@10,4:directional_mover;$1F0@15,4:directional_mover;$1F5@3,5:directional_mover;$1F5@2,6:directional_mover;$1F5@1,7:directional_mover"
