level,logical_room,physical_background,tile_x,tile_y,pixel_x,pixel_y,tile_id,literal_marker_text,category,behaviour_runtime,confidence
1,19,13,9,8,$0B0,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
1,20,12,8,7,$0A0,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
1,20,12,9,7,$0B0,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
2,3,0,4,7,$060,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
2,3,0,5,7,$070,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
2,3,0,10,7,$0C0,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
2,18,9,13,8,$0F0,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
2,18,9,14,8,$100,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
2,18,9,12,9,$0E0,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
2,18,9,15,9,$110,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
2,20,17,10,9,$0C0,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
2,20,17,12,9,$0E0,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
2,24,22,11,8,$0D0,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
2,24,22,12,8,$0E0,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
2,24,22,10,9,$0C0,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
2,26,20,8,7,$0A0,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
2,26,20,9,7,$0B0,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
2,26,20,13,7,$0F0,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
2,26,20,14,7,$100,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
2,26,20,11,8,$0D0,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
3,1,0,2,8,$040,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
3,1,0,3,8,$050,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
3,1,0,6,8,$080,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
3,1,0,7,8,$090,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
3,14,22,3,7,$050,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
3,14,22,4,7,$060,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
3,14,22,8,7,$0A0,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
3,14,22,9,7,$0B0,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
3,14,22,2,8,$040,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
3,14,22,6,8,$080,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
3,14,22,10,8,$0C0,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
3,16,5,12,8,$0E0,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
3,16,5,13,8,$0F0,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
3,19,18,9,6,$0B0,$078,$1F4,RNET ↑,directional_mover,$017CA2,High
3,19,18,10,6,$0C0,$078,$1F4,RNET ↑,directional_mover,$017CA2,High
3,19,18,8,7,$0A0,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
3,19,18,11,7,$0D0,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
3,19,18,6,8,$080,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
3,19,18,13,8,$0F0,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
3,20,19,6,7,$080,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
3,20,19,7,7,$090,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
3,20,19,9,7,$0B0,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
3,20,19,10,7,$0C0,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
3,20,19,8,8,$0A0,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
3,20,19,11,8,$0D0,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
3,25,7,9,7,$0B0,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
3,25,7,10,7,$0C0,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
3,25,7,8,8,$0A0,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
3,25,7,11,8,$0D0,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
3,27,31,14,6,$100,$078,$1F4,RNET ↑,directional_mover,$017CA2,High
3,28,30,10,8,$0C0,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
3,28,30,12,8,$0E0,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
4,2,2,15,5,$110,$068,$1F4,RNET ↑,directional_mover,$017CA2,High
4,5,5,13,9,$0F0,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,5,5,14,9,$100,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,5,5,15,9,$110,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,5,5,18,9,$140,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,6,6,6,9,$080,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,6,6,7,9,$090,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,6,6,8,9,$0A0,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,6,6,10,9,$0C0,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,6,6,11,9,$0D0,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,6,6,12,9,$0E0,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,9,9,18,9,$140,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,12,12,17,5,$130,$068,$1F4,RNET ↑,directional_mover,$017CA2,High
4,14,14,10,4,$0C0,$058,$1F4,RNET ↑,directional_mover,$017CA2,High
4,18,18,8,9,$0A0,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,18,18,9,9,$0B0,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,18,18,15,9,$110,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,18,18,16,9,$120,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,19,19,3,9,$050,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,19,19,6,9,$080,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,19,19,9,9,$0B0,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,19,19,12,9,$0E0,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,19,19,15,9,$110,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,20,20,3,3,$050,$048,$1F4,RNET ↑,directional_mover,$017CA2,High
4,20,20,7,5,$090,$068,$1F4,RNET ↑,directional_mover,$017CA2,High
4,27,27,3,9,$050,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,27,27,4,9,$060,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,27,27,9,9,$0B0,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,27,27,10,9,$0C0,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,36,36,8,7,$0A0,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
4,36,36,18,7,$140,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
4,38,38,13,6,$0F0,$078,$1F4,RNET ↑,directional_mover,$017CA2,High
4,38,38,11,9,$0D0,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,52,52,3,9,$050,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,52,52,5,9,$070,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,53,53,16,5,$120,$068,$1F4,RNET ↑,directional_mover,$017CA2,High
4,53,53,3,6,$050,$078,$1F4,RNET ↑,directional_mover,$017CA2,High
4,53,53,15,6,$110,$078,$1F4,RNET ↑,directional_mover,$017CA2,High
4,53,53,4,7,$060,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
4,53,53,5,7,$070,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
4,53,53,14,7,$100,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
4,53,53,13,8,$0F0,$098,$1F4,RNET ↑,directional_mover,$017CA2,High
4,53,53,7,9,$090,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,54,54,1,4,$030,$058,$1F4,RNET ↑,directional_mover,$017CA2,High
4,58,58,16,5,$120,$068,$1F4,RNET ↑,directional_mover,$017CA2,High
4,61,61,4,9,$060,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,61,61,8,9,$0A0,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,61,61,11,9,$0D0,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,61,61,15,9,$110,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,63,63,8,9,$0A0,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,63,63,14,9,$100,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,70,70,7,3,$090,$048,$1F4,RNET ↑,directional_mover,$017CA2,High
4,70,70,13,3,$0F0,$048,$1F4,RNET ↑,directional_mover,$017CA2,High
4,70,70,10,5,$0C0,$068,$1F4,RNET ↑,directional_mover,$017CA2,High
4,73,73,15,9,$110,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,73,73,17,9,$130,$0A8,$1F4,RNET ↑,directional_mover,$017CA2,High
4,76,76,6,7,$080,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
4,76,76,8,7,$0A0,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
4,76,76,10,7,$0C0,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
4,76,76,11,7,$0D0,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
4,76,76,13,7,$0F0,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
4,76,76,17,7,$130,$088,$1F4,RNET ↑,directional_mover,$017CA2,High
1,10,5,9,2,$0B0,$038,$1F5,RNET ↓,directional_mover,$017DD2,High
1,17,3,10,1,$0C0,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
1,17,3,16,1,$120,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
2,1,4,2,1,$040,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
2,1,4,3,1,$050,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
2,1,4,4,1,$060,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
2,3,0,8,2,$0A0,$038,$1F5,RNET ↓,directional_mover,$017DD2,High
2,20,17,15,2,$110,$038,$1F5,RNET ↓,directional_mover,$017DD2,High
2,20,17,9,3,$0B0,$048,$1F5,RNET ↓,directional_mover,$017DD2,High
2,20,17,13,3,$0F0,$048,$1F5,RNET ↓,directional_mover,$017DD2,High
2,20,17,11,4,$0D0,$058,$1F5,RNET ↓,directional_mover,$017DD2,High
2,24,22,9,3,$0B0,$048,$1F5,RNET ↓,directional_mover,$017DD2,High
2,24,22,12,3,$0E0,$048,$1F5,RNET ↓,directional_mover,$017DD2,High
3,0,1,2,2,$040,$038,$1F5,RNET ↓,directional_mover,$017DD2,High
3,0,1,3,3,$050,$048,$1F5,RNET ↓,directional_mover,$017DD2,High
3,0,1,5,4,$070,$058,$1F5,RNET ↓,directional_mover,$017DD2,High
3,1,0,2,2,$040,$038,$1F5,RNET ↓,directional_mover,$017DD2,High
3,1,0,3,2,$050,$038,$1F5,RNET ↓,directional_mover,$017DD2,High
3,1,0,6,2,$080,$038,$1F5,RNET ↓,directional_mover,$017DD2,High
3,1,0,7,2,$090,$038,$1F5,RNET ↓,directional_mover,$017DD2,High
3,4,13,11,2,$0D0,$038,$1F5,RNET ↓,directional_mover,$017DD2,High
3,4,13,12,2,$0E0,$038,$1F5,RNET ↓,directional_mover,$017DD2,High
3,6,23,4,3,$060,$048,$1F5,RNET ↓,directional_mover,$017DD2,High
3,6,23,5,3,$070,$048,$1F5,RNET ↓,directional_mover,$017DD2,High
3,6,23,8,3,$0A0,$048,$1F5,RNET ↓,directional_mover,$017DD2,High
3,6,23,9,3,$0B0,$048,$1F5,RNET ↓,directional_mover,$017DD2,High
3,6,23,12,3,$0E0,$048,$1F5,RNET ↓,directional_mover,$017DD2,High
3,6,23,13,3,$0F0,$048,$1F5,RNET ↓,directional_mover,$017DD2,High
3,6,23,16,3,$120,$048,$1F5,RNET ↓,directional_mover,$017DD2,High
3,6,23,17,3,$130,$048,$1F5,RNET ↓,directional_mover,$017DD2,High
3,7,24,11,2,$0D0,$038,$1F5,RNET ↓,directional_mover,$017DD2,High
3,9,3,8,3,$0A0,$048,$1F5,RNET ↓,directional_mover,$017DD2,High
3,9,3,10,4,$0C0,$058,$1F5,RNET ↓,directional_mover,$017DD2,High
3,9,3,12,5,$0E0,$068,$1F5,RNET ↓,directional_mover,$017DD2,High
3,28,30,4,2,$060,$038,$1F5,RNET ↓,directional_mover,$017DD2,High
3,28,30,5,2,$070,$038,$1F5,RNET ↓,directional_mover,$017DD2,High
3,28,30,10,2,$0C0,$038,$1F5,RNET ↓,directional_mover,$017DD2,High
3,28,30,11,2,$0D0,$038,$1F5,RNET ↓,directional_mover,$017DD2,High
4,2,2,12,1,$0E0,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,4,4,9,1,$0B0,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,4,4,11,1,$0D0,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,5,5,18,1,$140,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,7,7,9,1,$0B0,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,7,7,10,1,$0C0,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,7,7,11,1,$0D0,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,7,7,12,1,$0E0,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,12,12,13,1,$0F0,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,12,12,14,1,$100,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,12,12,15,1,$110,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,12,12,16,1,$120,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,14,14,10,6,$0C0,$078,$1F5,RNET ↓,directional_mover,$017DD2,High
4,20,20,7,2,$090,$038,$1F5,RNET ↓,directional_mover,$017DD2,High
4,20,20,3,5,$050,$068,$1F5,RNET ↓,directional_mover,$017DD2,High
4,20,20,7,7,$090,$088,$1F5,RNET ↓,directional_mover,$017DD2,High
4,20,20,3,8,$050,$098,$1F5,RNET ↓,directional_mover,$017DD2,High
4,22,22,9,2,$0B0,$038,$1F5,RNET ↓,directional_mover,$017DD2,High
4,24,24,10,1,$0C0,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,24,24,11,1,$0D0,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,24,24,12,1,$0E0,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,24,24,17,1,$130,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,27,27,6,3,$080,$048,$1F5,RNET ↓,directional_mover,$017DD2,High
4,27,27,7,3,$090,$048,$1F5,RNET ↓,directional_mover,$017DD2,High
4,36,36,6,1,$080,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,36,36,13,1,$0F0,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,36,36,3,3,$050,$048,$1F5,RNET ↓,directional_mover,$017DD2,High
4,36,36,2,4,$040,$058,$1F5,RNET ↓,directional_mover,$017DD2,High
4,36,36,1,5,$030,$068,$1F5,RNET ↓,directional_mover,$017DD2,High
4,38,38,11,1,$0D0,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,39,39,10,1,$0C0,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,39,39,11,1,$0D0,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,45,45,13,1,$0F0,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,45,45,14,1,$100,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,45,45,15,1,$110,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,46,46,18,1,$140,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,47,47,18,1,$140,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,61,61,6,1,$080,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,61,61,13,1,$0F0,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,68,68,10,5,$0C0,$068,$1F5,RNET ↓,directional_mover,$017DD2,High
4,68,68,13,5,$0F0,$068,$1F5,RNET ↓,directional_mover,$017DD2,High
4,68,68,16,5,$120,$068,$1F5,RNET ↓,directional_mover,$017DD2,High
4,73,73,14,1,$100,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,73,73,16,1,$120,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,73,73,18,1,$140,$028,$1F5,RNET ↓,directional_mover,$017DD2,High
4,76,76,6,3,$080,$048,$1F5,RNET ↓,directional_mover,$017DD2,High
4,79,79,4,4,$060,$058,$1F5,RNET ↓,directional_mover,$017DD2,High
4,79,79,10,4,$0C0,$058,$1F5,RNET ↓,directional_mover,$017DD2,High
4,79,79,3,5,$050,$068,$1F5,RNET ↓,directional_mover,$017DD2,High
4,79,79,2,6,$040,$078,$1F5,RNET ↓,directional_mover,$017DD2,High
4,79,79,1,7,$030,$088,$1F5,RNET ↓,directional_mover,$017DD2,High
3,13,15,5,8,$070,$098,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,0,0,1,4,$030,$058,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,0,0,6,6,$080,$078,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,1,1,1,4,$030,$058,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,10,10,3,3,$050,$048,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,10,10,4,4,$060,$058,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,10,10,5,6,$070,$078,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,17,17,4,4,$060,$058,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,17,17,5,6,$070,$078,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,20,20,13,1,$0F0,$028,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,20,20,14,3,$100,$048,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,20,20,13,5,$0F0,$068,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,20,20,14,7,$100,$088,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,25,25,1,4,$030,$058,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,25,25,4,6,$060,$078,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,25,25,7,8,$090,$098,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,29,29,1,1,$030,$028,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,29,29,6,5,$080,$068,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,32,32,9,4,$0B0,$058,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,32,32,9,7,$0B0,$088,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,56,56,7,6,$090,$078,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,56,56,6,8,$080,$098,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,56,56,6,9,$080,$0A8,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,74,74,1,3,$030,$048,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,74,74,1,7,$030,$088,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,75,75,2,3,$040,$048,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
4,75,75,2,7,$040,$088,$1F6,ELE →,horizontal_elevator_start,$016CCA,Proven
3,13,15,6,8,$080,$098,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,0,0,10,4,$0C0,$058,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,0,0,14,6,$100,$078,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,1,1,6,4,$080,$058,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,10,10,10,3,$0C0,$048,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,10,10,11,4,$0D0,$058,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,10,10,10,6,$0C0,$078,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,17,17,10,4,$0C0,$058,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,17,17,11,6,$0D0,$078,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,20,20,17,1,$130,$028,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,20,20,18,3,$140,$048,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,20,20,17,5,$130,$068,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,20,20,18,7,$140,$088,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,25,25,8,4,$0A0,$058,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,25,25,10,6,$0C0,$078,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,25,25,13,8,$0F0,$098,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,29,29,15,1,$110,$028,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,29,29,15,5,$110,$068,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,32,32,12,4,$0E0,$058,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,32,32,12,7,$0E0,$088,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,56,56,13,6,$0F0,$078,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,56,56,11,8,$0D0,$098,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,56,56,10,9,$0C0,$0A8,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,74,74,12,3,$0E0,$048,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,74,74,12,7,$0E0,$088,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,75,75,14,3,$100,$048,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
4,75,75,14,7,$100,$088,$1F7,ELE ←,horizontal_elevator_end,$01236E,Proven
1,3,9,10,2,$0C0,$038,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
1,3,9,12,3,$0E0,$048,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
1,9,6,9,2,$0B0,$038,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
1,9,6,11,3,$0D0,$048,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
1,18,4,9,2,$0B0,$038,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
2,0,5,13,1,$0F0,$028,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
2,0,5,9,2,$0B0,$038,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
2,0,5,11,3,$0D0,$048,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
2,25,21,12,2,$0E0,$038,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
3,3,12,8,1,$0A0,$028,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
3,3,12,10,1,$0C0,$028,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
3,3,12,12,1,$0E0,$028,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
3,13,15,11,4,$0D0,$058,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
3,26,8,2,2,$040,$038,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
3,26,8,4,3,$060,$048,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
3,26,8,6,4,$080,$058,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
3,26,8,8,5,$0A0,$068,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
3,27,31,5,2,$070,$038,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
3,27,31,7,3,$090,$048,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
3,27,31,11,3,$0D0,$048,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
3,27,31,9,4,$0B0,$058,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
4,9,9,6,1,$080,$028,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
4,15,15,6,2,$080,$038,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
4,15,15,8,3,$0A0,$048,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
4,17,17,7,2,$090,$038,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
4,17,17,9,3,$0B0,$048,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
4,32,32,7,2,$090,$038,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
4,32,32,14,6,$100,$078,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
4,45,45,6,1,$080,$028,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
4,71,71,9,2,$0B0,$038,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
4,73,73,1,1,$030,$028,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
4,73,73,12,2,$0E0,$038,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
4,73,73,3,3,$050,$048,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
4,73,73,10,4,$0C0,$058,$1F8,ELE ↓,vertical_elevator_start,$016C62,Proven
1,3,9,10,6,$0C0,$078,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
1,3,9,12,7,$0E0,$088,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
1,9,6,9,6,$0B0,$078,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
1,9,6,11,7,$0D0,$088,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
1,18,4,9,6,$0B0,$078,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
2,0,5,13,5,$0F0,$068,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
2,0,5,9,6,$0B0,$078,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
2,0,5,11,7,$0D0,$088,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
2,25,21,12,6,$0E0,$078,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
3,3,12,8,6,$0A0,$078,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
3,3,12,10,6,$0C0,$078,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
3,3,12,12,6,$0E0,$078,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
3,13,15,11,8,$0D0,$098,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
3,26,8,2,6,$040,$078,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
3,26,8,4,7,$060,$088,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
3,26,8,6,8,$080,$098,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
3,26,8,8,9,$0A0,$0A8,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
3,27,31,5,6,$070,$078,$1F9,ELE ↑,vertical_elevator_end,$01236E,Proven
