level,physical_room,logical_rooms,kind,anchor_x,anchor_y,controller_cost,edit_policy,runtime_role,detail,cells_json
2,22,24,solid_animation_253_256,5,8,1,single_cell_place_move_delete,,4-frame descending cycle $253-$256; collision=solid; source phase=$255,"[[5, 8, 597]]"
2,22,24,solid_animation_253_256,8,8,1,single_cell_place_move_delete,,4-frame descending cycle $253-$256; collision=solid; source phase=$255,"[[8, 8, 597]]"
2,22,24,solid_animation_253_256,5,9,1,single_cell_place_move_delete,,4-frame descending cycle $253-$256; collision=solid; source phase=$256,"[[5, 9, 598]]"
2,22,24,animated_pair_24D_24E,6,9,1,atomic_place_move_delete,,"5-frame horizontal pair: 24D/24E, 24F/250, 251/252, 24F/250, 24D/24E","[[6, 9, 589], [7, 9, 590]]"
2,22,24,solid_animation_253_256,8,9,1,single_cell_place_move_delete,,4-frame descending cycle $253-$256; collision=solid; source phase=$256,"[[8, 9, 598]]"
2,22,24,rnet_source,9,3,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[9, 3, 501]]"
2,22,24,rnet_source,12,3,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[12, 3, 501]]"
2,22,24,rnet_source,11,8,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[11, 8, 500]]"
2,22,24,rnet_source,12,8,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[12, 8, 500]]"
2,22,24,rnet_source,10,9,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[10, 9, 500]]"
3,0,1,player_start,16,6,0,move_only_sync_start_room_table,,,"[[16, 6, 43]]"
3,0,1,rnet_source,2,2,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[2, 2, 501]]"
3,0,1,rnet_source,3,2,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[3, 2, 501]]"
3,0,1,rnet_source,6,2,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[6, 2, 501]]"
3,0,1,rnet_source,7,2,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[7, 2, 501]]"
3,0,1,rnet_source,2,8,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[2, 8, 500]]"
3,0,1,rnet_source,3,8,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[3, 8, 500]]"
3,0,1,rnet_source,6,8,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[6, 8, 500]]"
3,0,1,rnet_source,7,8,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[7, 8, 500]]"
3,1,0,fixed_cannon_31C,9,4,1,single_cell_place_move_delete,,,"[[9, 4, 796]]"
3,1,0,organic_cannon_300,9,5,1,atomic_place_move_delete,,,"[[9, 5, 768], [9, 6, 102], [8, 7, 98], [9, 7, 100], [10, 7, 99], [11, 7, 101], [8, 8, 92], [9, 8, 93], [10, 8, 94], [11, 8, 95]]"
3,1,0,rnet_source,2,2,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[2, 2, 501]]"
3,1,0,rnet_source,3,3,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[3, 3, 501]]"
3,1,0,rnet_source,5,4,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[5, 4, 501]]"
3,2,8,large_cannon_30C,9,4,1,atomic_place_move_delete_preserve_collateral,,,"[[8, 3, 278], [9, 3, 279], [10, 3, 280], [11, 3, 281], [8, 4, 282], [9, 4, 780], [10, 4, 781], [11, 4, 285], [8, 5, 286], [9, 5, 782], [10, 5, 783]]"
3,2,8,compound_242_2x2,3,7,1,atomic_place_move_delete,,,"[[3, 7, 578], [4, 7, 579], [3, 8, 580], [4, 8, 581]]"
3,2,8,reactor_animation,6,8,1,single_cell_place_move_delete,,RACT UP; runtime frames $304-$307,"[[6, 8, 481]]"
3,2,8,edge_spawn_band,19,1,0,advanced_move_only_preserve_raw_cardinality,,right side; persistent ST/ED endpoint semantics,"[[19, 1, 488], [19, 9, 489]]"
3,3,9,rnet_source,8,3,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[8, 3, 501]]"
3,3,9,rnet_source,10,4,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[10, 4, 501]]"
3,3,9,rnet_source,12,5,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[12, 5, 501]]"
3,4,17,left_gun_346,11,6,1,single_cell_place_move_delete,,,"[[11, 6, 838]]"
3,5,16,rnet_source,12,8,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[12, 8, 500]]"
3,5,16,rnet_source,13,8,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[13, 8, 500]]"
3,5,16,crp_source,12,2,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP LEFT FAST,"[[12, 2, 509]]"
3,5,16,crp_source,13,2,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP LEFT FAST,"[[13, 2, 509]]"
3,6,24,large_cannon_30C,14,3,1,atomic_place_move_delete_preserve_collateral,,,"[[13, 2, 278], [14, 2, 279], [15, 2, 280], [16, 2, 281], [13, 3, 282], [14, 3, 780], [15, 3, 781], [16, 3, 285], [13, 4, 286], [14, 4, 782], [15, 4, 783]]"
3,6,24,reactor_animation,1,4,1,single_cell_place_move_delete,,RACT DOWN; runtime frames $308-$30B,"[[1, 4, 480]]"
3,6,24,compound_232_2x3,5,6,1,atomic_place_move_delete,,,"[[5, 6, 562], [6, 6, 563], [5, 7, 564], [6, 7, 565], [5, 8, 566], [6, 8, 567]]"
3,6,24,edge_spawn_band,19,2,0,advanced_move_only_preserve_raw_cardinality,,right side; persistent ST/ED endpoint semantics,"[[19, 2, 488], [19, 8, 489]]"
3,7,25,rnet_source,9,7,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[9, 7, 500]]"
3,7,25,rnet_source,10,7,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[10, 7, 500]]"
3,7,25,rnet_source,8,8,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[8, 8, 500]]"
3,7,25,rnet_source,11,8,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[11, 8, 500]]"
3,7,25,edge_spawn_band,19,2,0,advanced_move_only_preserve_raw_cardinality,,right side; persistent ST/ED endpoint semantics,"[[19, 2, 488], [19, 7, 489]]"
3,8,26,ele_vertical,2,2,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[2, 2, 504], [2, 6, 505]]"
3,8,26,ele_vertical,4,3,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[4, 3, 504], [4, 7, 505]]"
3,8,26,ele_vertical,6,4,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[6, 4, 504], [6, 8, 505]]"
3,8,26,ele_vertical,8,5,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[8, 5, 504], [8, 9, 505]]"
3,9,18,compound_232_2x3,2,6,1,atomic_place_move_delete,,,"[[2, 6, 562], [3, 6, 563], [2, 7, 564], [3, 7, 565], [2, 8, 566], [3, 8, 567]]"
3,9,18,compound_242_2x2,5,7,1,atomic_place_move_delete,,,"[[5, 7, 578], [6, 7, 579], [5, 8, 580], [6, 8, 581]]"
3,9,18,edge_spawn_band,3,0,0,advanced_move_only_preserve_raw_cardinality,,top side; persistent ST/ED endpoint semantics,"[[3, 0, 486], [11, 0, 487]]"
3,10,10,organic_cannon_300,4,3,1,atomic_place_move_delete,,,"[[4, 3, 768], [4, 4, 102], [3, 5, 98], [4, 5, 100], [5, 5, 99], [6, 5, 101], [3, 6, 92], [4, 6, 93], [5, 6, 94], [6, 6, 95]]"
3,10,10,edge_spawn_band,2,0,0,advanced_move_only_preserve_raw_cardinality,,top side; persistent ST/ED endpoint semantics,"[[2, 0, 486], [18, 0, 487]]"
3,11,2,reactor_animation,4,2,1,single_cell_place_move_delete,,RACT DOWN; runtime frames $308-$30B,"[[4, 2, 480]]"
3,11,2,reactor_animation,5,2,1,single_cell_place_move_delete,,RACT DOWN; runtime frames $308-$30B,"[[5, 2, 480]]"
3,11,2,large_cannon_30C,8,3,1,atomic_place_move_delete_preserve_collateral,,,"[[7, 2, 278], [8, 2, 279], [9, 2, 280], [10, 2, 281], [7, 3, 282], [8, 3, 780], [9, 3, 781], [10, 3, 285], [7, 4, 286], [8, 4, 782], [9, 4, 783]]"
3,11,2,edge_spawn_band,5,10,0,advanced_move_only_preserve_raw_cardinality,,bottom side; persistent ST/ED endpoint semantics,"[[5, 10, 482], [15, 10, 483]]"
3,12,3,ele_vertical,8,1,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[8, 1, 504], [8, 6, 505]]"
3,12,3,ele_vertical,10,1,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[10, 1, 504], [10, 6, 505]]"
3,12,3,ele_vertical,12,1,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[12, 1, 504], [12, 6, 505]]"
3,12,3,edge_spawn_band,19,1,0,advanced_move_only_preserve_raw_cardinality,,right side; persistent ST/ED endpoint semantics,"[[19, 1, 488], [19, 9, 489]]"
3,13,4,large_cannon_30C,4,2,1,atomic_place_move_delete_preserve_collateral,,,"[[3, 1, 278], [4, 1, 279], [5, 1, 280], [6, 1, 281], [3, 2, 282], [4, 2, 780], [5, 2, 781], [6, 2, 285], [3, 3, 286], [4, 3, 782], [5, 3, 783]]"
3,13,4,rnet_source,11,2,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[11, 2, 501]]"
3,13,4,rnet_source,12,2,0,move_delete_add_only_when_total_le_8,live_primary,RNET DOWN,"[[12, 2, 501]]"
3,13,4,edge_spawn_band,0,6,0,advanced_move_only_preserve_raw_cardinality,,left side; persistent ST/ED endpoint semantics,"[[0, 6, 484], [0, 9, 485]]"
3,14,5,crp_source,14,2,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP LEFT FAST,"[[14, 2, 509]]"
3,14,5,crp_source,16,2,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP LEFT FAST,"[[16, 2, 509]]"
3,14,5,crp_source,15,3,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP LEFT FAST,"[[15, 3, 509]]"
3,14,5,crp_source,14,4,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP LEFT FAST,"[[14, 4, 509]]"
3,14,5,crp_source,13,5,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP LEFT FAST,"[[13, 5, 509]]"
3,14,5,crp_source,12,6,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP LEFT FAST,"[[12, 6, 509]]"
3,15,13,compound_232_2x3,8,6,1,atomic_place_move_delete,,,"[[8, 6, 562], [9, 6, 563], [8, 7, 564], [9, 7, 565], [8, 8, 566], [9, 8, 567]]"
3,15,13,particle_emitter,14,9,1,single_cell_place_move_delete_with_runtime_pool_warning,,child allocator uses shared slots 19..40 and checks failure,"[[14, 9, 159]]"
3,15,13,ele_horizontal,5,8,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[5, 8, 502], [6, 8, 503]]"
3,15,13,ele_vertical,11,4,0,atomic_place_move_delete_max_5_pairs,,two adjacent runtime object records from slots 43..52,"[[11, 4, 504], [11, 8, 505]]"
3,16,12,solid_animation_263_266,8,3,1,single_cell_place_move_delete,,4-frame ascending cycle $263-$266; collision=solid; source phase=$266,"[[8, 3, 614]]"
3,16,12,right_gun_329,4,6,1,single_cell_place_move_delete,,,"[[4, 6, 809]]"
3,16,12,crp_source,7,2,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP RIGHT FAST,"[[7, 2, 511]]"
3,16,12,crp_source,8,2,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP RIGHT FAST,"[[8, 2, 511]]"
3,16,12,crp_source,9,2,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP RIGHT FAST,"[[9, 2, 511]]"
3,16,12,crp_source,10,2,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP RIGHT FAST,"[[10, 2, 511]]"
3,16,12,crp_source,11,2,0,move_delete_add_only_when_total_le_6,dedicated_live,CRP RIGHT FAST,"[[11, 2, 511]]"
3,17,11,energy_field_25B_25E,16,5,1,single_cell_place_move_delete,,4-frame ascending cycle $25B-$25E; collision=passable_l1_l3_lethal_l4; source phase=$25B,"[[16, 5, 603]]"
3,17,11,energy_field_25B_25E,16,6,1,single_cell_place_move_delete,,4-frame ascending cycle $25B-$25E; collision=passable_l1_l3_lethal_l4; source phase=$25E,"[[16, 6, 606]]"
3,17,11,edge_spawn_band,3,10,0,advanced_move_only_preserve_raw_cardinality,,bottom side; persistent ST/ED endpoint semantics,"[[3, 10, 482], [13, 10, 483]]"
3,18,19,large_cannon_30C,16,6,1,atomic_place_move_delete_preserve_collateral,,,"[[15, 5, 278], [16, 5, 279], [17, 5, 280], [18, 5, 281], [15, 6, 282], [16, 6, 780], [17, 6, 781], [18, 6, 285], [15, 7, 286], [16, 7, 782], [17, 7, 783]]"
3,18,19,rnet_source,9,6,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[9, 6, 500]]"
3,18,19,rnet_source,10,6,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[10, 6, 500]]"
3,18,19,rnet_source,8,7,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[8, 7, 500]]"
3,18,19,rnet_source,11,7,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[11, 7, 500]]"
3,18,19,rnet_source,6,8,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[6, 8, 500]]"
3,18,19,rnet_source,13,8,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[13, 8, 500]]"
3,19,20,solid_animation_25F_262,14,2,1,single_cell_place_move_delete,,4-frame ascending cycle $25F-$262; collision=solid; source phase=$25F,"[[14, 2, 607]]"
3,19,20,energy_field_257_25A,15,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$258,"[[15, 2, 600]]"
3,19,20,energy_field_257_25A,16,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$257,"[[16, 2, 599]]"
3,19,20,energy_field_257_25A,17,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$25A,"[[17, 2, 602]]"
3,19,20,energy_field_257_25A,18,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$259,"[[18, 2, 601]]"
3,19,20,energy_field_257_25A,19,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$25A,"[[19, 2, 602]]"
3,19,20,organic_cannon_300,15,5,1,atomic_place_move_delete,,,"[[15, 5, 768], [15, 6, 102], [14, 7, 98], [15, 7, 100], [16, 7, 99], [17, 7, 101], [14, 8, 92], [15, 8, 93], [16, 8, 94], [17, 8, 95]]"
3,19,20,compound_232_2x3,3,6,1,atomic_place_move_delete,,,"[[3, 6, 562], [4, 6, 563], [3, 7, 564], [4, 7, 565], [3, 8, 566], [4, 8, 567]]"
3,19,20,solid_animation_25F_262,18,8,1,single_cell_place_move_delete,,4-frame ascending cycle $25F-$262; collision=solid; source phase=$25F,"[[18, 8, 607]]"
3,19,20,energy_field_257_25A,19,8,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$257,"[[19, 8, 599]]"
3,19,20,rnet_source,6,7,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[6, 7, 500]]"
3,19,20,rnet_source,7,7,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[7, 7, 500]]"
3,19,20,rnet_source,9,7,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[9, 7, 500]]"
3,19,20,rnet_source,10,7,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[10, 7, 500]]"
3,19,20,rnet_source,8,8,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[8, 8, 500]]"
3,19,20,rnet_source,11,8,0,move_delete_add_only_when_total_le_8,live_primary,RNET UP,"[[11, 8, 500]]"
3,19,20,edge_spawn_band,19,3,0,advanced_move_only_preserve_raw_cardinality,,right side; persistent ST/ED endpoint semantics,"[[19, 3, 488], [19, 7, 489]]"
3,20,21,energy_field_257_25A,0,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$257,"[[0, 2, 599]]"
3,20,21,energy_field_257_25A,1,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$258,"[[1, 2, 600]]"
3,20,21,energy_field_257_25A,2,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$25A,"[[2, 2, 602]]"
3,20,21,energy_field_257_25A,3,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$258,"[[3, 2, 600]]"
3,20,21,energy_field_257_25A,5,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$258,"[[5, 2, 600]]"
3,20,21,energy_field_257_25A,6,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$25A,"[[6, 2, 602]]"
3,20,21,energy_field_257_25A,7,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$257,"[[7, 2, 599]]"
3,20,21,energy_field_257_25A,8,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$259,"[[8, 2, 601]]"
3,20,21,energy_field_257_25A,10,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$258,"[[10, 2, 600]]"
3,20,21,energy_field_257_25A,11,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$257,"[[11, 2, 599]]"
3,20,21,energy_field_257_25A,12,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$257,"[[12, 2, 599]]"
3,20,21,energy_field_257_25A,13,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$25A,"[[13, 2, 602]]"
3,20,21,energy_field_257_25A,14,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$258,"[[14, 2, 600]]"
3,20,21,energy_field_257_25A,15,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$257,"[[15, 2, 599]]"
3,20,21,energy_field_257_25A,16,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$25A,"[[16, 2, 602]]"
3,20,21,energy_field_257_25A,17,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$258,"[[17, 2, 600]]"
3,20,21,energy_field_257_25A,18,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$259,"[[18, 2, 601]]"
3,20,21,energy_field_257_25A,19,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$25A,"[[19, 2, 602]]"
3,20,21,energy_field_25B_25E,4,3,1,single_cell_place_move_delete,,4-frame ascending cycle $25B-$25E; collision=passable_l1_l3_lethal_l4; source phase=$25D,"[[4, 3, 605]]"
3,20,21,energy_field_25B_25E,9,3,1,single_cell_place_move_delete,,4-frame ascending cycle $25B-$25E; collision=passable_l1_l3_lethal_l4; source phase=$25B,"[[9, 3, 603]]"
3,20,21,energy_field_25B_25E,4,4,1,single_cell_place_move_delete,,4-frame ascending cycle $25B-$25E; collision=passable_l1_l3_lethal_l4; source phase=$25E,"[[4, 4, 606]]"
3,20,21,energy_field_25B_25E,9,4,1,single_cell_place_move_delete,,4-frame ascending cycle $25B-$25E; collision=passable_l1_l3_lethal_l4; source phase=$25E,"[[9, 4, 606]]"
3,20,21,energy_field_25B_25E,4,5,1,single_cell_place_move_delete,,4-frame ascending cycle $25B-$25E; collision=passable_l1_l3_lethal_l4; source phase=$25C,"[[4, 5, 604]]"
3,20,21,energy_field_25B_25E,9,5,1,single_cell_place_move_delete,,4-frame ascending cycle $25B-$25E; collision=passable_l1_l3_lethal_l4; source phase=$25E,"[[9, 5, 606]]"
3,20,21,energy_field_25B_25E,4,6,1,single_cell_place_move_delete,,4-frame ascending cycle $25B-$25E; collision=passable_l1_l3_lethal_l4; source phase=$25D,"[[4, 6, 605]]"
3,20,21,energy_field_25B_25E,9,6,1,single_cell_place_move_delete,,4-frame ascending cycle $25B-$25E; collision=passable_l1_l3_lethal_l4; source phase=$25D,"[[9, 6, 605]]"
3,20,21,energy_field_25B_25E,4,7,1,single_cell_place_move_delete,,4-frame ascending cycle $25B-$25E; collision=passable_l1_l3_lethal_l4; source phase=$25E,"[[4, 7, 606]]"
3,20,21,energy_field_25B_25E,9,7,1,single_cell_place_move_delete,,4-frame ascending cycle $25B-$25E; collision=passable_l1_l3_lethal_l4; source phase=$25C,"[[9, 7, 604]]"
3,20,21,energy_field_257_25A,0,8,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$258,"[[0, 8, 600]]"
3,20,21,energy_field_257_25A,1,8,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$259,"[[1, 8, 601]]"
3,20,21,energy_field_257_25A,2,8,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$25A,"[[2, 8, 602]]"
3,20,21,energy_field_257_25A,3,8,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$257,"[[3, 8, 599]]"
3,20,21,energy_field_257_25A,5,8,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$257,"[[5, 8, 599]]"
3,20,21,energy_field_257_25A,6,8,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$258,"[[6, 8, 600]]"
3,20,21,energy_field_257_25A,7,8,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$259,"[[7, 8, 601]]"
3,20,21,energy_field_257_25A,8,8,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$25A,"[[8, 8, 602]]"
3,20,21,energy_field_257_25A,10,8,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$25A,"[[10, 8, 602]]"
3,20,21,energy_field_257_25A,11,8,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$259,"[[11, 8, 601]]"
3,20,21,energy_field_257_25A,12,8,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$25A,"[[12, 8, 602]]"
3,20,21,energy_field_257_25A,13,8,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$258,"[[13, 8, 600]]"
3,20,21,energy_field_257_25A,14,8,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$257,"[[14, 8, 599]]"
3,20,21,energy_field_257_25A,15,8,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$259,"[[15, 8, 601]]"
3,20,21,energy_field_257_25A,16,8,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$257,"[[16, 8, 599]]"
3,20,21,energy_field_257_25A,17,8,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$259,"[[17, 8, 601]]"
3,20,21,energy_field_257_25A,18,8,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$25A,"[[18, 8, 602]]"
3,20,21,energy_field_257_25A,19,8,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$257,"[[19, 8, 599]]"
3,20,21,edge_spawn_band,19,3,0,advanced_move_only_preserve_raw_cardinality,,right side; persistent ST/ED endpoint semantics,"[[19, 3, 488], [19, 7, 489]]"
3,21,22,energy_field_257_25A,0,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$257,"[[0, 2, 599]]"
3,21,22,energy_field_257_25A,1,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$259,"[[1, 2, 601]]"
3,21,22,energy_field_257_25A,2,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$25A,"[[2, 2, 602]]"
3,21,22,energy_field_257_25A,3,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$257,"[[3, 2, 599]]"
3,21,22,energy_field_257_25A,4,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$258,"[[4, 2, 600]]"
3,21,22,energy_field_257_25A,5,2,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$257,"[[5, 2, 599]]"
3,21,22,solid_animation_263_266,6,2,1,single_cell_place_move_delete,,4-frame ascending cycle $263-$266; collision=solid; source phase=$265,"[[6, 2, 613]]"
3,21,22,large_cannon_30C,8,3,1,atomic_place_move_delete_preserve_collateral,,,"[[7, 2, 278], [8, 2, 279], [9, 2, 280], [10, 2, 281], [7, 3, 282], [8, 3, 780], [9, 3, 781], [10, 3, 285], [7, 4, 286], [8, 4, 782], [9, 4, 783]]"
3,21,22,organic_cannon_300,6,5,1,atomic_place_move_delete,,,"[[6, 5, 768], [6, 6, 102], [5, 7, 98], [6, 7, 100], [7, 7, 99], [8, 7, 101], [5, 8, 92], [6, 8, 93], [7, 8, 94], [8, 8, 95]]"
3,21,22,energy_field_257_25A,0,8,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$258,"[[0, 8, 600]]"
3,21,22,energy_field_257_25A,1,8,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$259,"[[1, 8, 601]]"
3,21,22,energy_field_257_25A,2,8,1,single_cell_place_move_delete,,4-frame ascending cycle $257-$25A; collision=passable_l1_l3_lethal_l4; source phase=$25A,"[[2, 8, 602]]"
